StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R
2022-09-20 16:45:59,2022-09-20 16:59:27,IP Address,100,808,True,2022-09-20 16:59:28,R_28AQtKabbMWY91w,anonymous,PT,1,I agree to participate in the research,"No difference ",0,10,5,15,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,10,5,15,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,15,No,4,3,"Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,False,They collapse,Very serious,Male,24,22 000 € – 27 000 €,15,United Kingdom of Great Britain and Northern Ireland,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-20 16:56:39,2022-09-20 17:09:04,IP Address,100,745,True,2022-09-20 17:09:06,R_32W3mmHqvGZSIGe,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,5,20,2,4,2,Yes,0,5,0,5,A,No,Pay your friend 10 € for the coupon.,A,0,5,0,5,Yes,2,4,2,B,No,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,False,There is no relationship,Very serious,Female,26,Less than 5500 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-20 19:45:38,2022-09-20 19:56:37,IP Address,100,659,True,2022-09-20 19:56:38,R_3HUCXijrpadG6Pg,anonymous,PT,1,I agree to participate in the research,"No difference ",5.00,10.00,5.00,10.00,10.00,"Strongly agree
1","Strongly disagree
5",3,No,5.00,10.00,5.00,10.00,A,Yes,Pay your friend 10 € for the coupon.,B,10.00,10.00,10.00,15.00,No,3,"Strongly disagree

5
","Strongly agree

1
",A,Yes,Pay your friend 10 € for the coupon.,5.00,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,31,Less than 5500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 02:52:59,2022-09-21 02:59:35,IP Address,100,395,True,2022-09-21 02:59:35,R_1jCgk8cDgsQcaXv,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,10,10,20,4,"Strongly agree
1",4,3,No,5,15,5,15,A,Yes,Consider it a gift and not pay for the coupon.,B,10,20,10,20,No,"Strongly agree

1
",3,3,B,Yes,Pay your friend 10 € for the coupon.,2.5,More than 102 €,Less than today,False,They collapse,Very serious,Male,30,Prefer not to answer,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 02:52:49,2022-09-21 03:08:00,IP Address,100,910,True,2022-09-21 03:08:01,R_5u81I0SmdELVvQ5,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,0,5,0,5,5,2,4,"Strongly disagree
5",No,5,5,5,5,A,No,Consider it a gift and not pay for the coupon.,B,5,5,10,10,No,"Strongly disagree

5
",3,"Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,1,More than 102 €,I do not know,I do not know,I do not know,Absolutely serious,Male,19,Less than 5500 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 03:10:06,2022-09-21 03:17:33,IP Address,100,446,True,2022-09-21 03:17:33,R_2tEk6kyILECH34p,anonymous,PT,1,I agree to participate in the research,A,5,5,5,10,15,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",A,Yes,Consider it a gift and not pay for the coupon.,1,Exactly 102 €,Less than today,False,I do not know,Very serious,Male,24,16 500 € – 22 000 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 04:12:27,2022-09-21 04:22:36,IP Address,100,609,True,2022-09-21 04:22:37,R_1GDOMjHcN0euNAf,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,0,5,0,12,2,4,3,3,No,5,10,5,12,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,10,10,No,3,3,4,A,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Male,37,More than 27 000 €,19,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 04:49:49,2022-09-21 04:57:50,IP Address,100,480,True,2022-09-21 04:57:50,R_1plZKu2ul1kn3Hp,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,5,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,0,5,0,5,B,Yes,Consider it a gift and not pay for the coupon.,B,0,5,0,5,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,1.50,I do not know,I do not know,I do not know,I do not know,Absolutely serious,Female,32,8200 € – 11 000 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 04:55:07,2022-09-21 05:03:48,IP Address,100,520,True,2022-09-21 05:03:48,R_1rPK44dFIjvXdEb,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,4,2,4,4,No,5,5,10,10,No difference,No,Consider it a gift and not pay for the coupon.,No difference,5,5,10,10,No,2,4,4,No difference,No,Consider it a gift and not pay for the coupon.,2,Exactly 102 €,Less than today,I do not know,I do not know,Absolutely serious,Female,33,8200 € – 11 000 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 06:03:53,2022-09-21 06:28:13,IP Address,100,1459,True,2022-09-21 06:28:14,R_3EnwANSPKjePaNM,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,0,5,0,5,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,0,10,0,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,5,10,10,10,Yes,4,2,"Strongly agree

1
",B,No,Pay your friend 10 € for the coupon.,2,More than 102 €,I do not know,False,I do not know,Very serious,Female,22,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 06:22:50,2022-09-21 06:35:32,IP Address,100,762,True,2022-09-21 06:35:33,R_3p2TZNlyvRk2k96,anonymous,PT,1,I agree to participate in the research,A,2,5,2,10,3,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,5,10,10,10,Yes,"Strongly agree

1
",4,"Strongly disagree

5
",B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,Less than 102 €,I do not know,False,There is no relationship,Very serious,Female,23,8200 € – 11 000 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 07:38:47,2022-09-21 07:51:03,IP Address,100,735,True,2022-09-21 07:51:03,R_1jMNTLVUA7VuTRN,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,5,2.5,4,"Strongly agree
1","Strongly agree
1",No,5,5,5,5,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,5,10,10,10,No,4,"Strongly agree

1
","Strongly agree

1
",No difference,Yes,Pay your friend 10 € for the coupon.,1.50,More than 102 €,Less than today,I do not know,I do not know,Very serious,Female,45,8200 € – 11 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 07:46:07,2022-09-21 07:52:48,IP Address,100,400,True,2022-09-21 07:52:48,R_cZQ3OdTi26GcFEJ,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,10,5,"Strongly agree
1","Strongly disagree
5",3,No,5,5,5,10,A,Yes,Pay your friend 10 € for the coupon.,B,10,10,10,10,No,3,"Strongly agree

1
",3,B,Yes,Pay your friend 10 € for the coupon.,3,More than 102 €,More than today,False,They collapse,Very serious,Female,53,More than 27 000 €,14,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 07:32:13,2022-09-21 07:58:13,IP Address,100,1560,True,2022-09-21 07:58:13,R_28LDRZod27cZgVx,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,10,2,"Strongly agree
1",4,4,Yes,5,5,5,10,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,10,10,10,Yes,2,4,2,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",1.50,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,33,8200 € – 11 000 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 08:03:51,2022-09-21 08:18:03,IP Address,100,851,True,2022-09-21 08:18:03,R_sjy8DmrUetmT8fT,anonymous,PT,1,I agree to participate in the research,A,0,10,0,10,2.5,2,"Strongly disagree
5","Strongly agree
1",No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,A,5,10,5,10,No,3,3,3,A,Yes,Consider it a gift and not pay for the coupon.,1.2,More than 102 €,Less than today,False,I do not know,Very serious,Male,23,Prefer not to answer,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 08:15:17,2022-09-21 08:35:43,IP Address,100,1226,True,2022-09-21 08:35:43,R_2CBxThkn0v5sWUr,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,5,10,3,"Strongly agree
1","Strongly disagree
5",4,Yes,5,6,5,10,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,2,3,"Strongly disagree

5
",No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,More than 102 €,Less than today,I do not know,I do not know,Very serious,Female,26,8200 € – 11 000 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 09:33:17,2022-09-21 09:37:51,IP Address,100,273,True,2022-09-21 09:37:51,R_3GDQYm62rvmVPSx,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,3,2,"Strongly disagree
5","Strongly disagree
5",Yes,5,5,0,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,10,No,2,"Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,3,Exactly 102 €,I do not know,False,I do not know,Absolutely serious,Female,24,8200 € – 11 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 09:28:27,2022-09-21 09:42:59,IP Address,100,872,True,2022-09-21 09:43:01,R_31cG0RW4xawiACJ,anonymous,PT,1,I agree to participate in the research,A,5,5,5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,8,5,10,A,Yes,Pay your friend 10 € for the coupon.,B,10,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,I do not know,Very serious,Male,42,16 500 € – 22 000 €,15,Portugal,Brazilian Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 09:32:01,2022-09-21 09:43:32,IP Address,100,691,True,2022-09-21 09:43:33,R_1poDQBmoZentWYH,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,2,"Strongly agree
1","Strongly disagree
5",4,Yes,5,5,5,10,A,No,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,No,Consider it a gift and not pay for the coupon.,2,I do not know,I do not know,I do not know,I do not know,Absolutely serious,Female,25,Less than 5500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,9
2022-09-21 09:47:10,2022-09-21 09:55:43,IP Address,100,512,True,2022-09-21 09:55:43,R_3MGKlGUdMRsLBMK,anonymous,PT,1,I agree to participate in the research,A,4,5,9,10,2,"Strongly agree
1","Strongly disagree
5",3,Yes,5,5,9,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,10,15,Yes,"Strongly agree

1
","Strongly disagree

5
",3,B,Yes,Consider it a gift and not pay for the coupon.,1,Less than 102 €,I do not know,False,I do not know,Very serious,Female,25,11 000 € – 13 700 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,9
2022-09-21 10:40:55,2022-09-21 10:48:31,IP Address,100,455,True,2022-09-21 10:48:31,R_3I9sscxS3yLDP6q,anonymous,PT,1,I agree to participate in the research,"No difference ",5,10,5,20,3,2,4,4,Yes,5,10,5,20,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,10,5,20,Yes,2,4,4,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,I do not know,Less than today,I do not know,They collapse,Very serious,Male,25,Less than 5500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 10:48:35,2022-09-21 10:59:55,IP Address,100,680,True,2022-09-21 10:59:56,R_3L6drXPz1prCfCH,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,5,5,5,5,2,"Strongly agree
1","Strongly disagree
5","Strongly agree
1",Yes,5,5,5,5,B,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
",2,B,No,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,I do not know,I do not know,Very serious,Female,25,11 000 € – 13 700 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 10:43:01,2022-09-21 11:01:38,IP Address,100,1116,True,2022-09-21 11:01:38,R_25u2vRC7OTOajXt,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,10,2,4,4,Yes,0,5,0,5,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,5,10,Yes,2,4,4,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",4,More than 102 €,Less than today,False,There is no relationship,Moderately serious,Male,24,13 700 € – 16 500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 10:37:47,2022-09-21 11:08:35,IP Address,100,1848,True,2022-09-21 11:08:36,R_3PiVeIDEHfOfmRe,anonymous,PT,1,I agree to participate in the research,A,3,7,8,15,6.70,"Strongly agree
1","Strongly disagree
5",3,Yes,3,8,7,15,A,No,Consider it a gift and not pay for the coupon.,B,7,10,10,15,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,1.20,More than 102 €,I do not know,I do not know,I do not know,Very serious,Female,18,Less than 5500 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 08:34:23,2022-09-21 11:10:40,IP Address,100,9377,True,2022-09-21 11:10:42,R_6hVyYC4kpKXlK13,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,8,10,15,3.5,2,4,3,No,5,15,10,25,A,Yes,Consider it a gift and not pay for the coupon.,B,10,25,10,25,No,2,3,2,No difference,Yes,Pay your friend 10 € for the coupon.,2,More than 102 €,Less than today,False,I do not know,Very serious,Male,31,Prefer not to answer,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 11:43:55,2022-09-21 12:01:57,IP Address,100,1082,True,2022-09-21 12:01:57,R_pgSpWh6VFmE7EQ1,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,5,A,No,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,1.5,More than 102 €,Less than today,I do not know,I do not know,Very serious,Female,24,Less than 5500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 12:04:48,2022-09-21 12:26:21,IP Address,100,1292,True,2022-09-21 12:26:21,R_271IJb0za7wzXrk,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,7,2,"Strongly disagree
5",4,Yes,5,5,5,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,4,5,8,10,Yes,4,3,4,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Male,23,Prefer not to answer,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 13:12:45,2022-09-21 13:23:56,IP Address,100,670,True,2022-09-21 13:23:57,R_BzbO646glmPqQo1,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,3,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,5,15,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,5,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,Exactly 102 €,Less than today,I do not know,There is no relationship,Absolutely serious,Female,30,13 700 € – 16 500 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 15:23:48,2022-09-21 15:35:44,IP Address,100,716,True,2022-09-21 15:35:45,R_Ao0yFXTP1g61a13,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,3,5,7,3.5,"Strongly agree
1",4,2,No,0,3,5,7,A,Yes,Consider it a gift and not pay for the coupon.,B,0,3.5,5,7,No,3,3,2,No difference,Yes,Pay your friend 10 € for the coupon.,2,More than 102 €,I do not know,False,I do not know,Very serious,Male,32,Prefer not to answer,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 16:02:08,2022-09-21 16:17:56,IP Address,100,948,True,2022-09-21 16:17:57,R_1M71yK1XIqOkoth,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,5,5,"Strongly agree
1","Strongly disagree
5",2,Yes,0,5,0,7,A,No,Pay your friend 10 € for the coupon.,B,5,7.5,0,10,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,No,Pay your friend 10 € for the coupon.,3,More than 102 €,I do not know,I do not know,I do not know,Very serious,Female,25,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-21 16:31:30,2022-09-21 16:43:36,IP Address,100,726,True,2022-09-21 16:43:37,R_3p8ZrdIDBHuN8RT,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,5,5,"Strongly disagree
5","Strongly agree
1","Strongly disagree
5",No,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,"Strongly disagree

5
","Strongly agree

1
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,They collapse,Absolutely serious,Male,40,More than 27 000 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 16:39:24,2022-09-21 16:49:48,IP Address,100,624,True,2022-09-21 16:49:49,R_2ydRlgtIRAD1nwt,anonymous,PT,1,I agree to participate in the research,"No difference ",10,20,10,25,3,3,3,"Strongly agree
1",No,10,20,10,25,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,10,30,No,3,3,"Strongly agree

1
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",1,I do not know,Less than today,I do not know,I do not know,Moderately serious,Male,23,Prefer not to answer,9,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-21 17:11:06,2022-09-21 17:22:48,IP Address,100,702,True,2022-09-21 17:22:48,R_37zA9Bgd88YquLT,anonymous,PT,1,I agree to participate in the research,A,5,10,5,10,3,"Strongly agree
1","Strongly disagree
5","Strongly agree
1",Yes,5,10,5,10,A,No,Consider it a gift and not pay for the coupon.,B,10,15,10,15,No,3,"Strongly agree

1
",3,A,No,Consider it a gift and not pay for the coupon.,1.5,More than 102 €,Less than today,False,They collapse,Absolutely serious,Male,63,Less than 5500 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-22 01:23:07,2022-09-22 01:34:30,IP Address,100,683,True,2022-09-22 01:34:31,R_3q8QdwnlAcqyn5S,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,5,No difference,No,Pay your friend 10 € for the coupon.,No difference,5,20,10,30,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,No,Pay your friend 10 € for the coupon.,5,I do not know,I do not know,I do not know,I do not know,Moderately serious,Male,62,16 500 € – 22 000 €,18,Portugal,European Portuguese,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted.",5
2022-09-22 02:04:26,2022-09-22 02:11:17,IP Address,100,410,True,2022-09-22 02:11:17,R_2Y9sQnWJtEhsiKt,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",3,6,4,10,10,2,3,3,No,3,6,4,10,A,Yes,Pay your friend 10 € for the coupon.,B,4,6,5,10,Yes,3,3,2,B,Yes,Pay your friend 10 € for the coupon.,2,More than 102 €,I do not know,False,They collapse,Absolutely serious,Male,29,11 000 € – 13 700 €,21,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 03:56:48,2022-09-22 04:04:39,IP Address,100,470,True,2022-09-22 04:04:39,R_2VygARDN1QyzvY4,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,5,"Strongly disagree
5",3,"Strongly agree
1",No,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,A,10,10,10,10,No,"Strongly disagree

5
",3,"Strongly agree

1
",No difference,Yes,Consider it a gift and not pay for the coupon.,5,More than 102 €,Less than today,False,They collapse,Absolutely serious,Male,47,Prefer not to answer,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 03:56:56,2022-09-22 04:09:30,IP Address,100,754,True,2022-09-22 04:09:31,R_1gCmagvVelQmQOp,anonymous,PT,1,I agree to participate in the research,B,5,5,10,10,5,3,3,3,No,5,7,10,12,A,No,Pay your friend 10 € for the coupon.,B,10,15,10,15,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,3,Less than 102 €,Less than today,False,I do not know,Moderately serious,Male,25,5500 € – 8200 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:07:06,2022-09-22 04:20:54,IP Address,100,828,True,2022-09-22 04:20:54,R_D0o3YDWQMrrQ17r,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,0,5,0,10,A,Yes,Pay your friend 10 € for the coupon.,B,5,5,5,10,No,"Strongly disagree

5
","Strongly disagree

5
",3,B,Yes,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,I do not know,I do not know,Very serious,Male,24,13 700 € – 16 500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,9
2022-09-22 04:14:16,2022-09-22 04:33:31,IP Address,100,1154,True,2022-09-22 04:33:31,R_1ifKvkgcdhU8rmU,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,8,5,10,5,"Strongly agree
1",4,4,Yes,5,5,5,8,No difference,No,Consider it a gift and not pay for the coupon.,A,10,10,10,10,Yes,4,3,2,B,No,Pay your friend 10 € for the coupon.,2,Exactly 102 €,Less than today,False,I do not know,Very serious,Female,29,11 000 € – 13 700 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:29:01,2022-09-22 04:37:20,IP Address,100,498,True,2022-09-22 04:37:20,R_5dNcZJyCrxMSAgx,anonymous,PT,1,I agree to participate in the research,B,5,6,8,13,3,3,4,3,Yes,5,6,8,10,A,Yes,Pay your friend 10 € for the coupon.,B,5,10,7,10,Yes,3,3,4,A,Yes,Pay your friend 10 € for the coupon.,2,More than 102 €,I do not know,I do not know,I do not know,Moderately serious,Male,22,Prefer not to answer,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:36:24,2022-09-22 04:43:19,IP Address,100,414,True,2022-09-22 04:43:20,R_3j0dhYjpPO0CEhS,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,5,6,5,10,6,2,"Strongly disagree
5","Strongly agree
1",Yes,5,5,5,10,B,No,Pay your friend 10 € for the coupon.,A,5,5,5,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,No,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,False,They collapse,Absolutely serious,Female,25,8200 € – 11 000 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:34:49,2022-09-22 04:49:35,IP Address,100,886,True,2022-09-22 04:49:36,R_290rnyOTn6kRnng,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,0,0,10,5,"Strongly agree
1","Strongly disagree
5",3,Yes,5,5,5,5,No difference,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,10,No,"Strongly agree

1
","Strongly disagree

5
",3,B,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,I do not know,False,There is no relationship,Moderately serious,Male,28,13 700 € – 16 500 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:39:56,2022-09-22 04:50:54,IP Address,100,657,True,2022-09-22 04:50:54,R_2zdyBPmOvLz79GM,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,10,3,"Strongly disagree
5","Strongly agree
1",No,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,10,10,No,4,"Strongly disagree

5
",2,No difference,Yes,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,False,I do not know,Very serious,Male,45,More than 27 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:29:18,2022-09-22 04:51:59,IP Address,100,1361,True,2022-09-22 04:51:59,R_d5uNXsDkcN1yB4l,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0.00,0.00,0.00,0.00,2.50,2,2,3,No,0.00,5.00,0.00,5.00,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",A,0.00,5.00,0.00,10.00,No,2,4,3,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",1.50,More than 102 €,Less than today,False,There is no relationship,Very serious,Male,42,13 700 € – 16 500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:51:19,2022-09-22 05:05:59,IP Address,100,879,True,2022-09-22 05:05:59,R_3lKdyiyYZY422xV,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,5,10,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,5,10,5,10,No,2,4,"Strongly disagree

5
",B,Yes,Pay your friend 10 € for the coupon.,3,Less than 102 €,Less than today,False,They collapse,Absolutely serious,Male,25,Less than 5500 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
