"","subject","Gender","Age","Income","Education","Residence","Country","NativeLanguage","FinancialLiteracy","attention_check_grater_than_3","attention_check_grater_than_2","loi_lower_than_loiX0_33","native_language_is_country_language","coupon","response","numeric_income"
"7874","R_2wuGoiBQYjjrYOq","Male","32","More than 45.000 €","23","France","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7875","R_2WAMGOe10Glwxuh","Female","27","15.000 € - 22.000 €","21","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7876","R_2t3QJOJKtbg7njd","Female","28","15.000 € - 22.000 €","13","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7877","R_6Wpb4JCHZJkVVkJ","Male","65","22.000 € - 30.000 €","17","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,2
"7878","R_1hXc5FWcI9fNnGc","Male","23","30.000 € - 38.000 €","16","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,3
"7879","R_1QFRpAhk3eXKNtJ","Male","66","More than 45.000 €","10","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7880","R_3m1Muqn2emcrUU6","Female","22","22.000 € - 30.000 €","13","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7881","R_2EbOBIeN62IsxLB","Female","22","15.000 € - 22.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7882","R_1dGrIpgOamXvaFB","Male","27","More than 45.000 €","18","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7883","R_72MPuftDj0zPPfX","Male","27","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",1,2
"7884","R_3CT77m9gzFmCbEM","Female","21","Prefer not to answer","17","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7885","R_9YyrIctmZfyxEL7","Female","25","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"7886","R_3pmVGgnbtO4BVQz","Female","26","More than 45.000 €","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7887","R_23atAOmXqHZNOii","Female","58","15.000 € - 22.000 €","8","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",1,1
"7888","R_3Di2SfkzSsx8UHh","Female","27","Prefer not to answer","21","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"7889","R_3KouGgWIFd0fWyB","Female","26","More than 45.000 €","18","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7890","R_AHBgCbg50dly0dX","Female","27","22.000 € - 30.000 €","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7891","R_2OI9BI3RMJaYQfc","Female","21","Prefer not to answer","16","Italy","Italy","Italian",1,FALSE,FALSE,FALSE,TRUE,"free",0,NA
"7892","R_2CqPU6Kpqkato36","Female","27","15.000 € - 22.000 €","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7893","R_2P0ARaM8TSt3Ryk","Female","31","30.000 € - 38.000 €","20","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,3
"7894","R_1obCaCquX4bwI7n","Male","25","Less than 15.000 €","16","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"7895","R_2uqFZTMytiKVyK8","Female","26","Less than 15.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"7896","R_3rPB2JRicoEZ7dz","Male","25","38.000 € - 45.000 €","19","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",0,4
"7897","R_DFROZVdi4r3amf7","Male","24","Less than 15.000 €","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,0
"7898","R_0kbWqHLLdcVagYV","Female","30","Less than 15.000 €","18","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,0
"7899","R_3dEAkNRDj9VPsqx","Female","26","Less than 15.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"7900","R_xxuu2EziMXYuNhL","Female","26","22.000 € - 30.000 €","16","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7901","R_2zdorc2mi9oR6TO","Female","29","15.000 € - 22.000 €","16","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7902","R_1rDKfCqAf4Z6oyu","Male","21","More than 45.000 €","15","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7903","R_1OqQFT2Bs1j2si4","Female","25","22.000 € - 30.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7904","R_2xLAm6gjO1P6IjK","Male","30","Less than 15.000 €","13","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,0
"7905","R_21B4DQzSKXzAKoA","Female","29","Prefer not to answer","19","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7906","R_2aJ1ZgwslgET9qX","Female","24","22.000 € - 30.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,2
"7907","R_1NsRRcDBOwSRiGR","Non-binary / third gender","29","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,2
"7908","R_24N2PgfgdiYJTQx","Female","33","15.000 € - 22.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7909","R_3Nwv3Azu4eg8DdP","Female","62","Prefer not to answer","17","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7910","R_3oZVYXqXPOmYEDh","Female","26","Less than 15.000 €","16","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"7911","R_bsGwOdUAeV9PDmV","Male","23","Prefer not to answer","13","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"7912","R_3foAy8TbelU5E4h","Female","26","22.000 € - 30.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7913","R_3Ra2tqm344jnIdj","Female","33","15.000 € - 22.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",1,1
"7914","R_1IhHaXI0TfSmqxw","Female","26","Prefer not to answer","18","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7915","R_2nV4z5tsMGcToul","Male","47","30.000 € - 38.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,3
"7916","R_Rz7CxV8ek7yJq9j","Male","25","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"7917","R_2fDoQ84UNTpsmlZ","Male","27","15.000 € - 22.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7918","R_0NHBepSNGvsAbeN","Male","21","Less than 15.000 €","16","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,0
"7919","R_1lAAbKMzBr0Wf0N","Female","29","Prefer not to answer","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"7920","R_vCPLQ9bycOGesWl","Male","27","More than 45.000 €","20","France","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7921","R_2cqrvKwXRl0lVPT","Female","29","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7922","R_1GTXizRKaFuReNm","Male","26","Less than 15.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"7923","R_sEWJ5wo6Nlu8zUB","Male","63","More than 45.000 €","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7924","R_5tZFrY4SYGfEDeh","Male","27","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,2
"7925","R_9ZxDvstU1P48Hcd","Female","36","15.000 € - 22.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7926","R_PXSJXalndyrGA0h","Male","24","15.000 € - 22.000 €","5","Germany","Italy","Italian",0,FALSE,FALSE,FALSE,TRUE,"free",0,1
"7927","R_1OTsTa6MnyqbxbV","Male","25","Less than 15.000 €","19","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"7928","R_1mQthxXC1yn9BAe","Male","66","More than 45.000 €","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",1,5
"7929","R_yycVLnKzvJN45AB","Male","26","Less than 15.000 €","20","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"7930","R_3KTNeos4RVboYfh","Female","60","More than 45.000 €","27","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7931","R_2DN3bBEMne3n5yR","Male","33","More than 45.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7932","R_0ojLKBp99hW1JHH","Female","46","More than 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7933","R_1qfchrtCtkAm0ZO","Female","36","22.000 € - 30.000 €","13","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",1,2
"7934","R_3Eh8VYP8x4jGlgW","Male","55","Prefer not to answer","8","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"7935","R_3fq9tSPxxALfUIo","Male","24","Prefer not to answer","18","Italy","Italy","Other",0,TRUE,TRUE,FALSE,FALSE,"free",0,NA
"7936","R_3Ei4cs5zXdTyTAU","Male","30","38.000 € - 45.000 €","16","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",1,4
"7937","R_24yo1VnctoZ3zFf","Male","29","30.000 € - 38.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,3
"7938","R_2QiHSrB5jKDKYNY","Male","26","22.000 € - 30.000 €","18","Italy","Italy","Italian",1,FALSE,FALSE,FALSE,TRUE,"free",1,2
"7939","R_3EJNHVqHZJj5cP1","Female","65","38.000 € - 45.000 €","13","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",1,4
"7940","R_1QbH3OAcevTjSWC","Male","63","38.000 € - 45.000 €","11","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"7941","R_D02cNg4d4yDq0nf","Male","30","15.000 € - 22.000 €","21","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7942","R_bIsEApAQibMBMIx","Male","29","Prefer not to answer","21","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"7943","R_1kHqEWsBEMqZYge","Female","27","Less than 15.000 €","18","Italy","Italy","Italian",1,FALSE,FALSE,FALSE,TRUE,"free",0,0
"7944","R_1ptXJzrozeHevti","Male","32","38.000 € - 45.000 €","16","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"free",0,4
"7945","R_umrXp53C6nL49AR","Male","29","22.000 € - 30.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7946","R_r3wK0p3s2yYiGPf","Female","65","More than 45.000 €","13","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7947","R_3EJVAeHz3JPqp8K","Male","65","More than 45.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"7948","R_2ZZTH6x7CR33H17","Male","34","30.000 € - 38.000 €","22","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,3
"7949","R_2B3yr1vmYg7BM3z","Male","60","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,2
"7950","R_5aTqaRzRsfyU3qF","Female","34","Less than 15.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"7951","R_1LhR2Sy6K3c6IeN","Female","66","22.000 € - 30.000 €","12","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",1,2
"7952","R_1LCgY2FukaLlfxL","Male","20","Prefer not to answer","15","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7953","R_06bU6njQZRjiNmF","Female","63","15.000 € - 22.000 €","11","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7954","R_2TSim6a2qZ1z665","Female","52","More than 45.000 €","15","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",1,5
"7955","R_2PooiUXEVzLBZWA","Female","56","More than 45.000 €","16","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7956","R_1K9zpsx5Pi4DLX8","Female","63","More than 45.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7957","R_UB0oZTZoGTte0Df","Male","55","More than 45.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7958","R_2EmVKZxHzcG1Ewc","Female","51","Prefer not to answer","19","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"7959","R_sLTaE4Lgi43Mbjb","Female","68","Prefer not to answer","17","Italy","Italy","Italian",2,FALSE,FALSE,FALSE,TRUE,"free",1,NA
"7960","R_2a9R33RpSTkDTw8","Female","68","22.000 € - 30.000 €","11","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,2
"7961","R_1r7bzEtAQgImSPT","Female","50","22.000 € - 30.000 €","15","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,2
"7962","R_1fkK6un4OVhUpWE","Male","44","15.000 € - 22.000 €","20","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7963","R_2zkEGlPqZ96I1tu","Female","45","15.000 € - 22.000 €","20","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7964","R_6eXdo0jWhfuz8lz","Female","45","More than 45.000 €","21","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,5
"7965","R_3gOt49nnJCpwx6i","Female","50","30.000 € - 38.000 €","15","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,3
"7966","R_3e34oir9gbcYJgn","Female","59","22.000 € - 30.000 €","15","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",1,2
"7967","R_WvxDCvqV2m1QjXX","Male","61","More than 45.000 €","14","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7968","R_3dXGLIEQywTcU1m","Female","47","22.000 € - 30.000 €","13","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,2
"7969","R_2QRIiibCRqZiGLe","Female","37","Prefer not to answer","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"7970","R_1lcrTE0TZVICPN2","Female","52","22.000 € - 30.000 €","14","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",1,2
"7971","R_3eqUMoQJOF7qYIE","Female","49","Prefer not to answer","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,NA
"7972","R_2rqqmY2oXhwxIjb","Female","35","15.000 € - 22.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7973","R_3s5H5flTfb21BgC","Male","62","22.000 € - 30.000 €","13","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",1,2
"7974","R_2TvlxmCFvejf5Ai","Male","38","38.000 € - 45.000 €","16","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"7975","R_DCZuAvgk7rm9yqR","Prefer not to say","21","Prefer not to answer","13","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"7976","R_3ha72a4cIW28qtp","Male","24","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"7977","R_3p5wOpEusGyoz4M","Male","26","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7978","R_vreIosFryMVgDAt","Female","21","38.000 € - 45.000 €","16","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,4
"7979","R_1kIkaOCSqq399do","Female","47","15.000 € - 22.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",1,1
"7980","R_1oHiDiXVwVsxv12","Male","27","Prefer not to answer","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7981","R_ufXFHAtOGZyksI9","Female","61","30.000 € - 38.000 €","16","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,3
"7982","R_1IjcGgBP6toyGvA","Female","28","Less than 15.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"7983","R_PNGvXnVytGesYaB","Female","29","15.000 € - 22.000 €","22","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7984","R_1rCCfOdtCobo4ER","Male","33","15.000 € - 22.000 €","20","Italy","Italy","Italian",0,FALSE,FALSE,FALSE,TRUE,"free",0,1
"7985","R_3mkRrRC8oQ9lELo","Female","24","Prefer not to answer","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7986","R_1FgJcHzdbmyvj6p","Female","23","More than 45.000 €","18","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7987","R_2SvN9jDU7cW3ND8","Female","25","Prefer not to answer","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"7988","R_0CiyUh7roeJHnNf","Female","25","22.000 € - 30.000 €","20","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",1,2
"7989","R_3KrJQTLv6uNNmZf","Female","27","22.000 € - 30.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7990","R_exrGn7xzGEiVVWV","Male","26","15.000 € - 22.000 €","20","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,1
"7991","R_T7vZezrj0QemgNP","Male","35","Prefer not to answer","8","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",1,NA
"7992","R_DCYXDBDHbE4ITTP","Male","24","More than 45.000 €","17","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7993","R_1qfvvBpEQqkcsNf","Female","27","15.000 € - 22.000 €","19","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7994","R_1cUkHKdbZ4hnPeJ","Female","22","15.000 € - 22.000 €","16","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"7995","R_21ihlNYwDBToe3P","Male","33","More than 45.000 €","16","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,5
"7996","R_3lsPUqVl4cPrktC","Female","23","22.000 € - 30.000 €","16","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"7997","R_xnC19UN2diZQW5P","Female","19","More than 45.000 €","14","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7998","R_ba57P36MpfhnF8R","Female","22","More than 45.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"7999","R_ebWl4yZnfcTdKsV","Male","23","22.000 € - 30.000 €","17","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8000","R_r9jeteJmKRJtpyp","Male","21","22.000 € - 30.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8001","R_8kKcdj9602hVt8l","Female","27","Less than 15.000 €","19","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"8002","R_db8scyHJCpHud6V","Female","41","22.000 € - 30.000 €","28","Italy","Italy","Italian",0,FALSE,FALSE,FALSE,TRUE,"free",1,2
"8003","R_1QskwYO9qJA1JEX","Female","22","15.000 € - 22.000 €","15","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8004","R_1nVDvgyQ6DkPRKN","Female","26","Less than 15.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"8005","R_2ZE3tqA1n7NU9F2","Female","20","38.000 € - 45.000 €","15","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8006","R_d5AzWUFDtZvwOaZ","Female","25","22.000 € - 30.000 €","19","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",0,2
"8007","R_2z70AspAOAQAkGf","Female","26","15.000 € - 22.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8008","R_eEA2F2siES1419v","Female","24","More than 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"8009","R_Rg0wRTt8OeQcuyJ","Female","69","30.000 € - 38.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,3
"8010","R_1Fbmuprek4s5IU0","Male","22","Less than 15.000 €","16","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",1,0
"8011","R_3ENh9lmFdMZRDGb","Female","25","22.000 € - 30.000 €","16","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8012","R_2SHVIhkpKLV25la","Female","23","Prefer not to answer","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"8013","R_SZ5BQOctHENoZoJ","Female","30","30.000 € - 38.000 €","20","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,3
"8014","R_PuoF9zxXU7t2g3D","Female","35","Less than 15.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"8015","R_1PZOKyFJMTysHMk","Female","23","30.000 € - 38.000 €","17","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",0,3
"8016","R_1JF9O9xRy9sdeUe","Male","67","More than 45.000 €","13","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"free",1,5
"8017","R_2v6yOiCEbwlpFQL","Female","56","15.000 € - 22.000 €","11","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,1
"8018","R_r2rnoMZHyxxOrvP","Male","59","22.000 € - 30.000 €","8","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,2
"8019","R_2s1Fi3VEF1nDgL3","Female","29","Less than 15.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"8020","R_3ewdzES3AObZka8","Male","25","15.000 € - 22.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8021","R_1Cfhxe43AGIJbew","Male","33","22.000 € - 30.000 €","14","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8022","R_2dQgDyVPLMAyGXU","Male","29","22.000 € - 30.000 €","15","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",1,2
"8023","R_PC1jQWAFI5ZwzCh","Female","23","Prefer not to answer","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"8024","R_1rph7HUk1HXW2e3","Female","54","Prefer not to answer","11","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",1,NA
"8025","R_2rw5KKRNxvCpA0m","Female","50","22.000 € - 30.000 €","18","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,2
"8026","R_XCgzEe9q6YJikkp","Male","33","15.000 € - 22.000 €","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,1
"8027","R_3CB3h9hSn0VxWT8","Female","55","15.000 € - 22.000 €","9","Italy","Italy","Italian",3,FALSE,FALSE,FALSE,TRUE,"free",0,1
"8028","R_1rH7leuDKv9UvUP","Male","32","22.000 € - 30.000 €","16","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8029","R_3MbYpLxRJI3VnYv","Male","31","Less than 15.000 €","21","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"free",1,0
"8030","R_1gcCrndkBBgdaqf","Male","57","More than 45.000 €","25","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"8031","R_5oFQZc3fnWKXIZ3","Female","30","15.000 € - 22.000 €","23","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8032","R_3iWFEq7QKZHbiIf","Female","27","22.000 € - 30.000 €","18","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8033","R_p6LAcbyevSpnp17","Male","24","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8034","R_20SZZVrePCOkNWh","Female","26","Prefer not to answer","19","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"8035","R_2XoNfwEoFqCFQcl","Female","45","22.000 € - 30.000 €","13","Italy","Italy","Italian",1,FALSE,FALSE,FALSE,TRUE,"free",1,2
"8036","R_2cjzF096KnlUfcd","Male","42","15.000 € - 22.000 €","13","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,1
"8037","R_3ixtRqRJay3D26s","Male","68","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8038","R_1r38i1adPUneMbh","Female","38","More than 45.000 €","22","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,5
"8039","R_2WARbNDoLiUvTn3","Male","25","Less than 15.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"8040","R_2OTh7NCPcLxgAHC","Female","24","Less than 15.000 €","20","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"8041","R_2rClJAxubdOAs1L","Female","63","38.000 € - 45.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8042","R_1QgOLI2DFyF8z7g","Male","37","More than 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"8043","R_1Csx9ALd8MfUeXu","Prefer not to say","31","Prefer not to answer","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"8044","R_25KI7ysX46sQ9AF","Male","26","22.000 € - 30.000 €","13","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"free",0,2
