StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing
2022-09-27 07:59:26,2022-09-27 08:07:57,IP Address,100,511,True,2022-09-27 08:07:57,R_26liGZv5BFKJmAo,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,25,2,4,2,No,10,15,10,15,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,20,20,20,No,"Strongly agree

1
",4,3,B,Yes,Pay your friend ￥20 for the coupon.,15,I do not know,I do not know,I do not know,I do not know,Very serious,Female,23,￥22000 - ￥30000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 07:43:28,2022-09-27 08:11:56,IP Address,100,1707,True,2022-09-27 08:11:56,R_5nE1T0ExHffNvtT,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,20,2,"Strongly disagree

5
","Strongly agree

1
",Yes,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,Yes,"Strongly agree

1
","Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Very serious,Male,29,More than ￥45000,18.5,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 08:16:28,2022-09-27 08:21:01,IP Address,100,272,True,2022-09-27 08:21:02,R_28CXejbvAaFdJAh,anonymous,ZH-S,I agree to participate in the research,A,5,15,13,25,50,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",No,5,15,13,25,B,Yes,Pay your friend ￥20 for the coupon.,B,15,15,15,15,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",50,More than ￥1020,More than today,True,They collapse,Moderately serious,Male,26,￥15000 - ￥22000,15,Afghanistan,English,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted."
2022-09-27 08:20:59,2022-09-27 08:30:47,IP Address,100,587,True,2022-09-27 08:30:47,R_5jtPIgvql9xq9cl,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,50,4,3,"Strongly agree

1
",Yes,0,10,0,20,No difference,Yes,Consider it a gift and not pay for the coupon.,No difference,0,10,0,20,Yes,4,3,"Strongly agree

1
",No difference,Yes,Consider it a gift and not pay for the coupon.,50,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,22,Prefer not to answer,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 08:32:12,2022-09-27 08:57:00,IP Address,100,1487,True,2022-09-27 08:57:00,R_3MQHXCKEStSCqyN,anonymous,ZH-S,I agree to participate in the research,B,0,8,0,16,40,4,4,2,Yes,10,10,20,20,A,Yes,Consider it a gift and not pay for the coupon.,A,20,20,20,20,No,4,4,2,B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,23,Less than ￥15000,16,China,Chinese,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted."
2022-09-27 09:05:42,2022-09-27 09:21:39,IP Address,100,956,True,2022-09-27 09:21:39,R_0IcEuHWXJfQrm7L,anonymous,ZH-S,I agree to participate in the research,B,0,20,0,30,20,"Strongly agree

1
",4,4,No,5,10,10,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,10,20,No,"Strongly disagree

5
",3,2,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,24,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 09:10:49,2022-09-27 09:22:31,IP Address,100,701,True,2022-09-27 09:22:32,R_2AGZomNGZlb5xF0,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,20,3,4,2,No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,30,0,30,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,15,More than ￥1020,Less than today,False,I do not know,Very serious,Female,27,￥15000 - ￥22000,18,Hong Kong (S.A.R.),Chinese,I allow you to use the responses I provided in this study.
2022-09-27 08:57:42,2022-09-27 09:23:15,IP Address,100,1533,True,2022-09-27 09:23:16,R_3DkjStgMDp1ndSV,anonymous,ZH-S,I agree to participate in the research,A,5,20,5,50,15,3,"Strongly disagree

5
",2,No,5,20,5,50,A,Yes,Pay your friend ￥20 for the coupon.,B,5,20,5,50,No,4,"Strongly disagree

5
",4,B,No,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Male,27,More than ￥45000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 09:38:02,2022-09-27 09:38:11,IP Address,100,9,True,2022-09-27 09:38:12,R_1IZrhhXo0oc5Hab,anonymous,ZH-S,I do NOT agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 09:38:17,2022-09-27 09:49:03,IP Address,100,645,True,2022-09-27 09:49:04,R_3QFzRncXSykFPrF,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,20,20,20,"Strongly agree

1
","Strongly disagree

5
",4,No,10,10,20,20,A,Yes,Consider it a gift and not pay for the coupon.,B,10,20,20,20,Yes,2,3,"Strongly agree

1
",A,Yes,Consider it a gift and not pay for the coupon.,7,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,25,Prefer not to answer,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 09:46:09,2022-09-27 09:57:27,IP Address,100,678,True,2022-09-27 09:57:28,R_2Blc8W3uJ3amjV3,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,40,19,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,20,20,40,A,No,Pay your friend ￥20 for the coupon.,B,10,20,20,40,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,22,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 13:35:51,2022-09-27 13:41:50,IP Address,100,358,True,2022-09-27 13:41:51,R_3e3uM9tkE005BOi,anonymous,ZH-S,I agree to participate in the research,B,10,100,20,100,40,4,3,"Strongly agree

1
",Yes,10,100,20,100,A,Yes,Consider it a gift and not pay for the coupon.,B,10,100,20,100,Yes,"Strongly disagree

5
","Strongly agree

1
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,I do not know,I do not know,I do not know,Absolutely serious,Male,24,More than ￥45000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-20 14:05:59,2022-09-20 14:06:10,IP Address,6,10,False,2022-09-27 14:06:14,R_21bI3vX2jKrvtkP,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 15:37:22,2022-09-27 15:45:53,IP Address,100,511,True,2022-09-27 15:45:54,R_2EyJbhjy4eVnxx9,anonymous,ZH-S,I agree to participate in the research,A,10,10,20,20,20,"Strongly agree

1
",4,"Strongly agree

1
",No,10,10,20,20,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,20,20,Yes,"Strongly agree

1
",3,3,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",10,Exactly ￥1020,I do not know,I do not know,There is no relationship,Very serious,Female,24,￥15000 - ￥22000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 15:20:52,2022-09-27 16:02:50,IP Address,100,2517,True,2022-09-27 16:02:50,R_2aM2ufOZzpr8k1p,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,0,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,10,20,20,No difference,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,No,"Strongly disagree

5
","Strongly agree

1
","Strongly agree

1
",No difference,Yes,Pay your friend ￥20 for the coupon.,1,More than ￥1020,Less than today,False,I do not know,Very serious,Female,51,Prefer not to answer,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 20:03:20,2022-09-27 20:20:41,IP Address,100,1041,True,2022-09-27 20:20:42,R_1jMSau0bYsGCxbK,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,100,"Strongly agree

1
","Strongly disagree

5
",4,Yes,10,20,20,30,A,No,Pay your friend ￥20 for the coupon.,B,20,30,20,30,No,"Strongly agree

1
","Strongly disagree

5
",4,B,No,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,27,￥37500 - ￥45000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-20 20:50:28,2022-09-20 20:50:38,IP Address,6,10,False,2022-09-27 20:50:41,R_246GSgC0KpPJPLr,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20 22:31:34,2022-09-20 22:31:47,IP Address,6,12,False,2022-09-27 22:31:49,R_3G6uDYmaoPw7xnR,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 22:27:31,2022-09-27 22:36:58,IP Address,100,566,True,2022-09-27 22:36:58,R_11dzu23S4mjRwva,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,0,20,20,20,4,3,2,Yes,10,10,10,10,No difference,Yes,Pay your friend ￥20 for the coupon.,B,10,10,20,20,Yes,"Strongly disagree

5
","Strongly agree

1
",2,B,Yes,Pay your friend ￥20 for the coupon.,20,Less than ￥1020,Less than today,False,There is no relationship,Moderately serious,Female,27,Prefer not to answer,17,China,Chinese,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted."
2022-09-21 20:15:28,2022-09-21 20:16:25,IP Address,14,57,False,2022-09-28 20:16:27,R_3ffavWKmyLnEWte,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,,,,,,,,,,,,,
2022-09-29 00:11:58,2022-09-29 00:22:12,IP Address,100,613,True,2022-09-29 00:22:13,R_2cjc45SnjgmoFJo,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,30,"Strongly disagree

5
","Strongly agree

1
",2,No,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,0,20,0,20,No,"Strongly disagree

5
","Strongly disagree

5
",3,B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Very serious,Female,32,More than ￥45000,16,China,Brazilian Portuguese,I allow you to use the responses I provided in this study.
2022-09-29 00:33:54,2022-09-29 00:51:57,IP Address,100,1082,True,2022-09-29 00:51:58,R_qBWULBH2YTf3ycp,anonymous,ZH-S,I agree to participate in the research,A,0,20,0,30,58,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,0,20,0,30,A,Yes,Consider it a gift and not pay for the coupon.,B,0,25,0,30,No,2,"Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,3,More than ￥1020,Less than today,False,They collapse,Very serious,Female,35,￥15000 - ￥22000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-22 06:53:21,2022-09-22 06:53:56,IP Address,9,34,False,2022-09-29 06:53:59,R_ysXn4YWS33spEeB,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 07:19:48,2022-09-22 07:25:29,IP Address,23,341,False,2022-09-29 07:25:31,R_1ODdJUPhxDwrmmo,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,20,30,20,30,No,"Strongly agree

1
","Strongly disagree

5
",3,A,,,,,,,,,,,,,,,
2022-09-29 07:55:05,2022-09-29 08:03:53,IP Address,100,528,True,2022-09-29 08:03:54,R_2vcgLBGTnI9AXuW,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",3,No,0,10,0,20,A,No,Pay your friend ￥20 for the coupon.,B,0,20,0,20,No,"Strongly agree

1
","Strongly disagree

5
",3,B,Yes,Pay your friend ￥20 for the coupon.,50,More than ￥1020,Less than today,False,There is no relationship,Very serious,Female,31,￥37500 - ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-22 08:04:44,2022-09-22 08:05:06,Spam,3,21,False,2022-09-29 08:05:13,R_2VjqX5w097FraQt,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 09:28:47,2022-09-22 09:28:53,IP Address,6,5,False,2022-09-29 09:28:56,R_9BwPvsZ9fQyVoVX,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29 16:24:19,2022-09-29 16:33:51,IP Address,100,572,True,2022-09-29 16:33:52,R_2Cx06lMVguJrt2I,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",2,No,0,20,0,40,A,Yes,Consider it a gift and not pay for the coupon.,A,0,30,0,50,No,4,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,26,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-22 16:53:44,2022-09-22 17:20:56,IP Address,26,1632,False,2022-09-29 17:21:03,R_2S7E1glN3RwAobW,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,0,5,0,20,A,,,,,,,,,,,,B,No,Pay your friend ￥20 for the coupon.,5,,,,,,,,,,,,
2022-09-29 02:00:00,2022-09-29 17:52:02,IP Address,100,57122,True,2022-09-29 17:52:03,R_3sA1gv4DuR9K8uG,anonymous,ZH-S,I agree to participate in the research,A,0,0,0,0,1000,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",Yes,0,0,0,0,A,Yes,Consider it a gift and not pay for the coupon.,B,0,0,0,0,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,100,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Male,28,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-29 17:49:54,2022-09-29 17:58:34,IP Address,100,520,True,2022-09-29 17:58:36,R_3HSwLpGVNKbETmj,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,10,"Strongly agree

1
",2,2,Yes,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,Yes,"Strongly agree

1
",3,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,32,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-22 18:54:08,2022-09-22 19:00:45,IP Address,29,397,False,2022-09-29 19:00:51,R_1PYqrddXvAODFBL,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,10,10,20,20,No,,,,B,Yes,Consider it a gift and not pay for the coupon.,20,,,,,,,,,,,,
2022-10-03 11:10:19,2022-10-03 11:16:55,IP Address,100,395,True,2022-10-03 11:16:55,R_2sYyR6fngd3lrxH,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",2,No,5,10,15,20,A,Yes,Consider it a gift and not pay for the coupon.,No difference,8,10,15,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,Yes,Consider it a gift and not pay for the coupon.,50,More than ￥1020,Less than today,False,They collapse,Slightly serious,Female,28,Prefer not to answer,23,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 11:23:53,2022-10-03 11:31:24,IP Address,100,450,True,2022-10-03 11:31:25,R_Y5Cezfvf9MgYbD3,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,40,10,3,3,3,No,10,20,20,40,A,Yes,Consider it a gift and not pay for the coupon.,B,10,20,20,40,No,4,3,"Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,False,They remain unchanged,Very serious,Female,28,￥15000 - ￥22000,23,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 11:25:24,2022-10-03 11:35:08,IP Address,100,583,True,2022-10-03 11:35:08,R_abcq648tT4gW5ix,anonymous,ZH-S,I agree to participate in the research,A,10,15,20,25,10,"Strongly agree

1
",4,4,Yes,10,15,20,25,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,25,20,25,No,"Strongly disagree

5
",4,2,A,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Very serious,Male,32,Prefer not to answer,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 12:41:09,2022-10-03 12:50:56,IP Address,100,587,True,2022-10-03 12:50:57,R_23dZqiS6NMbsnyZ,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,10,25,10,2,"Strongly disagree

5
",3,Yes,10,15,10,20,No difference,Yes,Consider it a gift and not pay for the coupon.,A,20,30,20,30,Yes,3,"Strongly disagree

5
",4,B,Yes,Consider it a gift and not pay for the coupon.,5,I do not know,I do not know,I do not know,I do not know,Absolutely serious,Male,27,Prefer not to answer,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 13:12:07,2022-10-03 13:25:34,IP Address,100,807,True,2022-10-03 13:25:34,R_2pVoofQ51nnTeBL,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,25,30,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,15,20,30,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,20,20,20,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Very serious,Female,25,More than ￥45000,19,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-10-03 13:27:02,2022-10-03 13:48:42,IP Address,100,1300,True,2022-10-03 13:48:43,R_2EzdZDihJGulG5B,anonymous,ZH-S,I agree to participate in the research,A,0,15,0,25,5,"Strongly agree

1
","Strongly disagree

5
",4,No,10,15,20,25,A,Yes,Pay your friend ￥20 for the coupon.,B,20,30,20,30,No,3,4,2,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,I do not know,Moderately serious,Male,26,Less than ￥15000,20,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-09-26 16:29:30,2022-09-26 16:34:09,IP Address,20,278,False,2022-10-03 16:34:12,R_3RkAhe3fVp8BEw0,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,10,20,20,30,No,3,3,2,,,,,,,,,,,,,,,,
2022-09-26 18:45:02,2022-09-26 18:58:02,IP Address,97,780,False,2022-10-03 18:58:05,R_1gA3EalO2LO1zUW,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,10,3,"Strongly disagree

5
","Strongly agree

1
",No,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,Yes,3,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,True,They collapse,Very serious,Female,35,Less than ￥15000,19,China,Chinese,
2022-10-04 00:16:06,2022-10-04 00:20:01,IP Address,100,235,True,2022-10-04 00:20:01,R_3RvDEG7cu7a6BTN,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,10,"Strongly agree

1
",3,3,No,10,10,10,10,B,No,Pay your friend ￥20 for the coupon.,A,10,10,15,20,Yes,"Strongly agree

1
",3,4,B,No,Pay your friend ￥20 for the coupon.,10,I do not know,I do not know,I do not know,I do not know,Absolutely serious,Male,29,￥15000 - ￥22000,20,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 01:12:28,2022-10-04 01:21:30,IP Address,100,541,True,2022-10-04 01:21:30,R_2CKsfQfqH8nkiSy,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,20,20,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",No,10,20,20,20,A,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,20,No,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,There is no relationship,Absolutely serious,Prefer not to say,30,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 01:19:56,2022-10-04 01:30:18,IP Address,100,621,True,2022-10-04 01:30:18,R_2YmMdbJ9ipybTbX,anonymous,ZH-S,I agree to participate in the research,B,10,15,20,30,100,2,3,3,Yes,10,115,20,30,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,30,20,30,Yes,4,2,2,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",30,More than ￥1020,I do not know,I do not know,I do not know,Very serious,Female,26,￥22000 - ￥30000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 01:49:10,2022-10-04 01:57:17,IP Address,100,487,True,2022-10-04 01:57:18,R_3oIcyb43RuaxCMS,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,50,20,100,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,50,20,100,No difference,No,Consider it a gift and not pay for the coupon.,No difference,20,100,20,100,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,No,Consider it a gift and not pay for the coupon.,5,Less than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,26,More than ￥45000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 02:36:58,2022-10-04 03:03:53,IP Address,100,1615,True,2022-10-04 03:03:53,R_ezDJai4EkRqzJwB,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,30,"Strongly agree

1
","Strongly disagree

5
",4,No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,20,0,20,No,"Strongly agree

1
",3,3,No difference,Yes,Consider it a gift and not pay for the coupon.,20,More than ￥1020,Less than today,I do not know,I do not know,Very serious,Female,52,￥30000 - ￥37500,13,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 02:51:05,2022-10-04 03:05:56,IP Address,100,890,True,2022-10-04 03:05:56,R_bK1IQa6XD2nm5vH,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,25,30,3,3,3,No,10,15,10,20,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,30,20,30,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,Less than today,False,There is no relationship,Absolutely serious,Female,30,Less than ￥15000,22,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 03:14:16,2022-10-04 03:26:19,IP Address,100,723,True,2022-10-04 03:26:20,R_2nMY4eLPjXpITHH,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,20,10,50,50,3,"Strongly disagree

5
","Strongly agree

1
",Yes,0,10,0,20,No difference,Yes,Pay your friend ￥20 for the coupon.,B,0,30,20,50,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,50,More than ￥1020,Less than today,I do not know,I do not know,Moderately serious,Female,27,Prefer not to answer,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 03:18:20,2022-10-04 03:31:35,IP Address,100,795,True,2022-10-04 03:31:36,R_31Rc5Lqmw9eyrDB,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,40,20,"Strongly agree

1
",2,2,Yes,0,20,20,40,A,Yes,Consider it a gift and not pay for the coupon.,B,20,40,20,40,Yes,2,2,2,B,No,Pay your friend ￥20 for the coupon.,20,More than ￥1020,More than today,True,They remain unchanged,Slightly serious,Male,52,￥15000 - ￥22000,8,Hong Kong (S.A.R.),Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:10:44,2022-10-04 05:18:51,IP Address,100,487,True,2022-10-04 05:18:53,R_2QJOUYd56jSrWfX,anonymous,ZH-S,I agree to participate in the research,A,0,10,10,20,50,"Strongly agree

1
",4,2,Yes,0,10,10,20,A,Yes,Pay your friend ￥20 for the coupon.,A,0,10,10,20,Yes,"Strongly agree

1
",4,2,B,Yes,Pay your friend ￥20 for the coupon.,50,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,22,￥30000 - ￥37500,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:09:10,2022-10-04 05:21:14,IP Address,100,723,True,2022-10-04 05:21:15,R_1jGP6HZMmOccitw,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,15,"Strongly agree

1
","Strongly disagree

5
",2,Yes,10,20,20,30,A,Yes,Pay your friend ￥20 for the coupon.,B,10,30,20,30,Yes,4,"Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,15,More than ￥1020,Less than today,False,They collapse,Slightly serious,Male,22,More than ￥45000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:15:14,2022-10-04 05:24:16,IP Address,100,542,True,2022-10-04 05:24:19,R_1EbSpEL6UU5A7kI,anonymous,ZH-S,I agree to participate in the research,B,0,100,0,100,50,2,4,"Strongly agree

1
",No,10,100,20,100,A,Yes,Pay your friend ￥20 for the coupon.,B,10,100,20,100,No,4,3,"Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Very serious,Female,22,Less than ￥15000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:09:36,2022-10-04 05:24:41,IP Address,100,904,True,2022-10-04 05:24:42,R_1NlgozCnA8BvK9e,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,15,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",Yes,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,10,0,20,No,3,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,21,￥37500 - ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:09:19,2022-10-04 05:25:08,IP Address,100,949,True,2022-10-04 05:25:08,R_1IgerNQ6VszGOvZ,anonymous,ZH-S,I agree to participate in the research,A,20,50,30,100,30,"Strongly agree

1
","Strongly disagree

5
",4,No,20,50,30,100,A,Yes,Pay your friend ￥20 for the coupon.,B,20,50,30,100,No,"Strongly agree

1
","Strongly disagree

5
",4,B,Yes,Pay your friend ￥20 for the coupon.,30,Exactly ￥1020,I do not know,I do not know,They remain unchanged,Very serious,Female,23,More than ￥45000,22,China,Chinese,I allow you to use the responses I provided in this study.
